Home,Away,Date,Favorite,Spread,TeamWin,WinPoints,LosePoints,Homeptsposs,AwayPtsposs,HomeeFG,AwayeFG,HomeTOV,AwayTOV,HomeOREB,AwayOREB,HomeFTR,AwayFTR,HomeRest,AwayRest,Pick,OT
GSW,MIL,01/08/20,MIL,13.5,MIL,107,98,93.3,101,46.6,45.4,18.1,9.5,21.4,11.8,19.5,32.9,1,1,,
DET,CLE,01/09/20,DET,7.5,CLE,115,112,110.9,113.9,52,55.5,15.8,14.9,40.4,35.6,10.2,15.4,1,1,CLE,TRUE
PHI,BOS,01/09/20,PHI,0,PHI,109,98,113.5,103.2,55.1,51.1,13.5,15.8,31.1,22.4,13.8,9.2,2,0,,
MIN,POR,01/09/20,POR,0,MIN,116,102,118.4,103,56.7,42.2,15.3,12.1,36.2,34.8,16.9,21.9,1,1,,
OKC,HOU,01/09/20,HOU,4,OKC,113,92,111.9,91,55.7,44.4,12.9,14,22.2,18.2,18.6,14.6,1,0,OKC,
WAS,ATL,01/10/20,ATL,1.5,WAS,111,101,103.7,94.4,42,50,8.4,16.8,35.1,21.2,15.2,13.8,1,1,,
BRK,MIA,01/10/20,MIA,4,BRK,117,113,119.4,115.3,56.5,55.9,10.2,8.2,27.5,11.6,12.9,21.4,2,1,,
MEM,SAS,01/10/20,MEM,0,MEM,134,121,132.7,119.8,60,58,7.9,10.9,29.2,17,14,23,2,1,,
CHI,IND,01/10/20,CHI,1,IND,116,105,108.2,118.4,57.5,63.7,16.5,14.3,15.6,20,16.3,10.7,1,1,,
NYK,NOP,01/10/20,NOP,4.5,NOP,123,111,104.7,115,48.5,66.3,12.3,18.7,30.4,17.5,14,10.7,1,1,,
DAL,LAL,01/10/20,DAL,2.5,LAL,129,114,112,130.6,46.4,58.4,9,7.1,33.3,27.3,26.3,28.1,1,2,,
PHX,ORL,01/10/20,PHX,4.5,PHX,98,94,102.1,98.9,47.5,42.1,15.6,16.8,21.7,33.9,29.1,21.3,2,1,,
UTA,CHA,01/10/20,UTA,12,UTA,109,92,117.2,97.9,62,52,17.2,22.3,24.4,25.6,13.9,18.9,1,1,,
SAC,MIL,01/10/20,MIL,9.5,MIL,127,106,96.4,113.5,51,54.7,14.5,9.9,11.8,14.6,8.4,24.5,2,1,,
LAC,GSW,01/10/20,LAC,14.5,LAC,109,100,106.9,98,55.4,42.7,18.8,9.8,23.4,23,19,18.9,3+,1,,
HOU,MIN,01/11/20,HOU,10,HOU,139,109,121.1,95.6,61.1,44.7,19.3,15.8,29.2,25.4,24.5,25.3,1,1,,
BOS,NOP,01/11/20,BOS,11.5,BOS,140,105,130.8,99.1,62,47,10.3,15.1,31.1,29,16,11,1,0,,
DET,CHI,01/11/20,DET,4,CHI,108,99,103.1,113.7,51.9,57.2,17.5,13.6,29.3,23.1,23.1,15.7,1,0,,
OKC,LAL,01/11/20,OKC,9,LAL,125,110,107.9,122.8,51.6,59.1,6.9,11.9,13.7,28.6,16.3,8.2,1,0,,
DAL,PHI,01/11/20,DAL,2.5,DAL,109,91,114.9,95.8,57.6,42.3,17,4.2,33.3,23.8,22.8,8.2,0,1,,
DEN,CLE,01/11/20,DEN,12.5,CLE,111,103,108.4,114.4,47.4,56.2,5.3,15.5,23.2,28.9,13.7,12.4,2,1,,
POR,MIL,01/11/20,MIL,7.5,MIL,122,101,92.6,111.9,44.2,52.4,12,9.2,14.8,20.7,17.9,13.7,1,0,,
NYK,MIA,01/12/20,MIA,7.5,NYK,124,121,131.9,127.4,56.7,62.8,7.4,15.8,26.7,25,25.8,29.5,1,1,,
WAS,UTA,01/12/20,UTA,6,UTA,127,116,113.9,125.7,54.3,58.9,9.9,10.9,24.4,29.5,16.1,23.3,1,1,,
MEM,GSW,01/12/20,MEM,6.5,MEM,122,102,111.9,94.4,50.5,47.3,15.6,20.4,36.2,25.9,21.2,16.5,1,1,,
TOR,SAS,01/12/20,TOR,5,TOR,105,104,101,102.9,49.5,47.7,11.9,10.8,19.6,19.6,9.5,25.3,3+,1,,
BRK,ATL,01/12/20,BRK,9,BRK,108,86,100,80.4,59.7,39.2,24.1,11.2,21.4,10.8,20.8,10.3,1,1,,
PHX,CHA,01/12/20,PHX,8.5,PHX,100,92,103.1,96.8,54.3,46.5,18.6,16.8,30.2,24.5,13.4,14,1,1,CHA,
DEN,LAC,01/12/20,LAC,1,DEN,114,104,114.3,106.1,55.2,50,14.3,14.3,23.3,22.4,38.2,23.8,0,1,LAC,
IND,PHI,01/13/20,IND,1,IND,101,95,102,97.9,44.2,44.9,9.2,13.4,25.9,28.8,29.1,16.9,2,1,PHI,
DET,NOP,01/13/20,DET,3.5,NOP,117,110,100,106.4,46,46.1,8.2,17.3,17.2,36.5,19.2,21.6,1,1,NOP,TRUE
BOS,CHI,01/13/20,BOS,9.5,BOS,113,101,114.1,103.1,52.4,49.4,12.1,14.3,26.7,18.2,31.3,26.3,1,1,,
MIN,OKC,01/13/20,OKC,2,OKC,117,104,104,115.8,48.4,57.3,10,14.9,18.5,25,17.8,28.4,2,1,OKC,
SAC,ORL,01/13/20,SAC,2,ORL,114,112,112,115.2,58,48.4,12,8.1,16.3,24.1,11.4,27.5,2,2,ORL,
POR,CHA,01/13/20,POR,9.5,POR,115,112,122.3,119.1,60.2,54.4,13.8,8.5,25,22,18.3,15.6,1,0,CHA,
LAL,CLE,01/13/20,LAL,14,LAL,128,99,129.3,99,60.8,48.8,9.1,20.2,25.6,30,23.9,19,1,1,LAL,
BRK,UTA,01/14/20,UTA,3.5,UTA,118,107,107.1,119.4,54.4,57.1,12.2,9.2,27.1,22.2,10.1,14.3,1,1,UTA,
ATL,PHX,01/14/20,PHX,3,ATL,123,110,117.3,105.8,57,48.3,16.3,11.5,31.9,22.9,18.3,30.2,1,1,PHX,
MIL,NYK,01/14/20,MIL,17,MIL,128,102,114.5,91,57.1,40.7,12.7,9.9,18.4,22.4,25,18.8,2,1,MIL,
MEM,HOU,01/14/20,HOU,5,MEM,121,110,123.5,110.2,58.3,51.2,9.2,16.3,22.7,28.6,17.8,25.9,1,2,HOU,
LAC,CLE,01/14/20,LAC,15,LAC,128,103,129.3,104,60.1,49.5,11.1,13.1,34.7,25,16,14.4,1,0,CLE,
GSW,DAL,01/14/20,DAL,8,DAL,124,97,100,126.8,50,57.8,14.4,8.2,17,36,11.5,13.7,1,2,DAL,
BOS,DET,01/15/20,BOS,9.5,DET,116,103,106.2,118.8,54.8,67.9,15.5,13.5,27.7,10.5,14.5,13,1,1,DET,
PHI,BRK,01/15/20,PHI,7,PHI,117,106,118.2,107.1,57.4,50.6,12.1,15.2,28.3,29.6,18.2,20.7,1,0,BRK,
MIA,SAS,01/15/20,MIA,5,MIA,106,100,109.3,104.2,56.2,49.4,10.3,8.4,19.6,15.4,8.1,13.5,2,2,MIA,
CHI,WAS,01/15/20,CHI,5.5,CHI,115,106,113.9,105,58.8,53.8,14.9,16.8,23.3,20.5,17.6,26.6,1,2,WAS,
MIN,IND,01/15/20,IND,3,IND,104,99,99,104,49.4,55.9,15,15,24.5,16.7,13.6,10.7,1,1,IND,
OKC,TOR,01/15/20,OKC,1,TOR,130,121,115.4,127.5,60,70,19.2,18.6,20,20,22.9,13.1,1,2,TOR,
DEN,CHA,01/15/20,DEN,11.5,DEN,100,86,107.8,94.5,53.8,48.1,14.4,16.5,21.3,24,19,10,2,1,CHA,
HOU,POR,01/15/20,HOU,8.5,POR,117,107,104.9,113.6,47.9,48.9,11.8,7.8,24.2,28.6,15.6,25.8,0,1,POR,
SAC,DAL,01/15/20,DAL,4.5,DAL,127,123,123,126,58.3,58.2,8,11,26,29.8,11.5,22,1,0,DAL,
LAL,ORL,01/15/20,LAL,10,ORL,119,118,114.6,114.6,57.2,51.6,15.5,13.6,27.5,29.4,7.2,24.7,1,1,ORL,
NYK,PHX,01/16/20,PHX,2,PHX,121,98,94.2,116.3,45.6,57.6,17.3,18.3,23.2,32.6,17.8,16.3,1,1,,
NOP,UTA,01/16/20,UTA,5.5,NOP,138,132,123.2,117.9,60.8,53.5,11.6,11.6,22.2,28.1,27.2,25.3,2,1,,TRUE
MIL,BOS,01/16/20,MIL,11,MIL,128,123,121.9,115.1,58.6,51.5,9.5,7.5,18,19.3,29.9,22.4,1,0,,
LAC,ORL,01/16/20,LAC,10,LAC,122,95,122,95,56.8,46.7,10,9,28,13.6,14.7,9.8,1,0,,
GSW,DEN,01/16/20,DEN,3.5,DEN,134,131,113.2,118.8,54.7,55.5,16.7,17.9,22.6,37,28.4,23.2,1,0,,TRUE
PHI,CHI,01/17/20,PHI,8,PHI,100,89,106.4,93.6,54.3,48.1,13.8,18.1,21.4,22.9,13.4,13.8,1,1,,
TOR,WAS,01/17/20,TOR,10.5,TOR,140,111,128.7,102.8,69.2,53.4,17.6,25.9,25,31.5,15.4,18,1,1,,
IND,MIN,01/17/20,IND,6.5,IND,116,114,114.9,114,61,55.1,12.9,13,16.2,19.6,20,19.3,1,1,,
MEM,CLE,01/17/20,MEM,9,MEM,113,109,106.7,104.8,55.6,49.5,11.5,14.4,15.6,31.5,16.1,19.6,2,2,,
OKC,MIA,01/17/20,MIA,1,MIA,115,108,114.9,118.8,54.8,57.1,10.6,11.5,12.5,27.9,19,22.9,1,1,,
SAS,ATL,01/17/20,SAS,9,ATL,121,120,110.3,114.2,50,61.6,14,17.9,30.2,18.6,22.7,24.4,1,2,,
DAL,POR,01/17/20,DAL,7.5,DAL,120,112,122.4,113.1,55.1,57.1,13.3,12.1,32,20.9,25,17.6,1,1,,
NOP,LAC,01/18/20,LAC,5.5,LAC,133,130,118.2,122,62.2,54.8,19.1,11,32.6,22,27.1,33.3,1,1,LAC,
BRK,MIL,01/18/20,MIL,9,MIL,117,97,86.5,104.5,40.9,60.1,15.3,17.9,21.2,13.3,16.2,11.2,2,1,MIL,
BOS,PHX,01/18/20,BOS,7,PHX,123,119,112.3,116,51.6,54.5,10.4,14.2,18.5,25,21.1,29.5,1,1,PHX,
ATL,DET,01/18/20,DET,1,DET,136,103,99,126.7,48.4,68,19.2,17.1,33.3,37.8,14,22.1,0,2,DET,
NYK,PHI,01/18/20,PHI,4,PHI,90,87,92.6,95.7,43.2,50,14.9,15.1,31.5,13.3,12.6,15.4,1,0,PHI,
CHI,CLE,01/18/20,CHI,6.5,CHI,118,116,118,116,60.3,64.2,12,26,15.4,29.4,14.9,28.8,0,0,CHI,
MIN,TOR,01/18/20,TOR,5,TOR,122,112,103.7,115.1,47.9,58.8,15.9,13.2,29.1,15.6,23.9,16.5,0,0,TOR,
HOU,LAL,01/18/20,HOU,2,LAL,124,115,102.7,113.8,51.1,54.3,18.2,15.6,25,30.9,25.6,24.7,2,2,LAL,
GSW,ORL,01/18/20,ORL,5.5,GSW,109,95,110.1,96.9,52.1,50.6,11.1,15.3,20,20,12.1,9.3,1,1,ORL,
OKC,POR,01/18/20,OKC,6,OKC,119,106,118,107.1,56,49.5,13,12.2,30.4,24.1,31.3,17.6,0,0,POR,
UTA,SAC,01/18/20,UTA,9,UTA,123,101,128.1,105.2,58.8,54.7,10.4,10.4,24.4,15.6,27.4,8.1,1,2,SAC,
SAS,MIA,01/19/20,MIA,1,SAS,107,102,113.8,108.5,49.4,48.8,11.7,10.6,22.4,23.4,27.1,20.9,1,1,SAS,
DEN,IND,01/19/20,DEN,1.5,IND,115,107,110.3,121.1,48.3,57.6,9.3,15.8,32.6,30.4,25.3,18.6,2,1,IND,
WAS,DET,01/20/20,WAS,1,WAS,106,100,103.9,100,56.7,48.3,19.66,17,20,27.3,16,15.7,2,1,,
ATL,TOR,01/20/20,TOR,9,TOR,122,117,106.4,111,56.6,48.4,21.8,12.8,24.4,25.4,28.8,35.9,1,1,,
BRK,PHI,01/20/20,PHI,2.5,PHI,117,111,106.7,112.5,54.9,51.6,21.2,12.5,30.6,28.3,27.2,21.3,1,1,,
CHA,ORL,01/20/20,ORL,3.5,ORL,106,83,91.1,117.8,44.7,55.4,20,12.2,24.5,35.3,19.7,4.3,3+,1,,
MEM,NOP,01/20/20,MEM,3,NOP,126,116,108.4,117.8,49,59.7,13.1,15.9,33.9,17.4,14.7,23.9,2,1,,
CLE,NYK,01/20/20,NYK,1.5,NYK,106,86,89.6,111.6,39.9,53.5,10.4,10.5,27.7,17.4,11.8,17.6,1,1,,
MIL,CHI,01/20/20,MIL,15.5,MIL,111,98,102.8,90.7,64.7,44.6,21.5,15.9,13.2,16.9,12.8,17.4,1,1,,
HOU,OKC,01/20/20,HOU,7.5,OKC,112,107,102.9,107.7,49,50,10.6,12.5,21.1,24.5,12.4,22,1,1,,
MIA,SAC,01/20/20,MIA,3.5,MIA,118,113,108.3,103.7,60.2,47.6,19.3,13.8,16.7,32.3,21.7,11.3,0,1,,TRUE
BOS,LAL,01/20/20,LAL,3,BOS,139,107,137.6,106,64.5,47.8,11.9,15,40,29.4,20.4,25,1,1,,
MIN,DEN,01/20/20,MIN,3.5,DEN,107,100,106.4,112.6,48.9,53.9,9.6,13.7,22.2,33.3,12.1,11.1,1,0,,
PHX,SAS,01/20/20,PHX,4.5,SAS,120,118,121.6,123.7,57.5,59.2,14.4,9.3,26.3,22.2,32.9,19.5,1,0,,
UTA,IND,01/20/20,UTA,8,UTA,118,88,119.2,89.8,60.9,45.7,21.2,14.3,38.5,20,14,3.3,1,0,,
POR,GSW,01/20/20,POR,7.5,POR,129,124,115.2,107.8,51,45.3,10.7,7.8,22.4,31.3,27.3,16.8,1,1,,TRUE
DAL,LAC,01/21/20,DAL,1.5,LAC,110,107,109.2,112.2,49.5,43.3,13.3,11.2,29.6,38.5,18.7,26.8,3+,2,,
DET,SAC,01/22/20,DET,1,DET,127,106,119.8,101,61.6,48,16,10.5,8.3,23.7,51.4,12.4,1,1,DET,
ORL,OKC,01/22/20,ORL,1.5,OKC,120,114,112.9,120,55.4,66.4,14.9,15,26.5,6.2,13.2,25,1,1,OKC,
BOS,MEM,01/22/20,BOS,7,BOS,119,95,117.8,94.1,58.4,48.8,10.9,18.8,21.3,23.5,16.9,14.1,1,1,BOS,
NYK,LAL,01/22/20,LAL,12.5,LAL,100,92,102.2,111.1,47.2,49.4,18.9,11.1,37,30,10.2,23.5,1,1,LAL,
MIA,WAS,01/22/20,MIA,10,MIA,134,129,121.8,116.2,60.6,57.1,14.5,9.9,18.2,18.8,36.5,16.2,1,1,MIA,TRUE
TOR,PHI,01/22/20,TOR,6.5,TOR,107,95,109.2,96.9,54.1,48.8,12.2,13.4,20.8,14.8,16.3,15.5,1,1,PHI,
ATL,LAC,01/22/20,LAC,3.5,ATL,102,95,102,95,40.7,44.9,15,14,41.2,18,18.6,32.1,1,0,LAC,
CHI,MIN,01/22/20,MIN,1,CHI,117,110,114.9,106.9,51.8,56.4,12.9,17.6,31.2,23.5,35.7,15.1,1,1,CHI,
HOU,DEN,01/22/20,HOU,9,HOU,121,105,121,104,54.5,51.1,19,15,40.8,26.9,27,12,1,1,DEN,
NOP,SAS,01/22/20,NOP,4,SAS,121,117,113.6,116.3,54.8,56.7,13.6,10.6,19.1,21.7,29.8,22.7,1,1,SAS,
PHX,IND,01/22/20,IND,1.5,IND,112,87,89.6,116.7,38.1,58.9,13.5,9.4,23.6,11.6,27.4,15.5,1,1,IND,
GSW,UTA,01/22/20,UTA,8.5,UTA,129,96,98,130.6,43.2,62.9,8.2,11.2,20.8,37.5,23,13,1,1,UTA,
CLE,WAS,01/23/20,CLE,2.5,WAS,124,112,114.4,126.5,51.6,64.7,9.3,10.2,25.9,18.4,13.5,16.5,2,0,CLE,
BRK,LAL,01/23/20,LAL,5,LAL,128,113,107.6,121.9,55.5,60.1,15.2,15.2,17.6,28,13.2,16.1,2,0,LAL,
POR,DAL,01/23/20,DAL,4.5,DAL,133,125,123.8,130.7,62.1,63.4,14.9,8.9,30.4,24.5,13.3,16.3,2,1,DAL,
CHA,MIL,01/24/20,MIL,13.5,MIL,116,103,99,112.6,45.3,56.3,12.5,15.5,16.7,27.3,29.8,20.7,3+,3+,MIL,
DET,MEM,01/24/20,DET,1.5,MEM,125,112,112.1,126.5,48.9,61.4,8.1,14.3,25.5,23.7,25.6,35.4,1,1,MEM,
ORL,BOS,01/24/20,ORL,1.5,BOS,109,98,100,112.4,46.7,54.7,14.3,14.4,26.8,25.5,15.7,17.4,1,1,BOS,
NYK,TOR,01/24/20,TOR,7.5,TOR,118,112,120.4,126.9,57.1,61.1,17.2,7.5,38.6,15,17.6,23.5,1,1,TOR,
MIN,HOU,01/24/20,HOU,5.5,HOU,131,124,114.8,119.1,54.6,57.7,15.7,9.1,28.8,13.3,17.3,28.6,1,1,HOU,
MIA,LAC,01/24/20,LAC,2.5,LAC,122,117,117,122.2,50,54.3,9,9.1,24.1,24.1,26.4,21.3,1,1,MIA,
CHI,SAC,01/24/20,CHI,2,SAC,98,81,85.3,101.1,44.3,49.4,22.1,14.7,25,17.8,13.9,22.2,1,1,SAC,
NOP,DEN,01/24/20,NOP,4,DEN,113,106,104,114.3,53.7,43.9,17.2,15.3,27.7,49.2,22,19,1,1,DEN,
OKC,ATL,01/24/20,OKC,10.5,OKC,140,111,137.3,111,66.3,51.6,13.7,11,30.8,23.1,30.2,17.4,1,1,OKC,
SAS,PHX,01/24/20,SAS,4,PHX,103,99,103.1,108.4,45.5,51.2,14.6,14.7,23.3,27.1,36.4,20.2,1,1,PHX,
GSW,IND,01/24/20,IND,5.5,IND,129,118,115.8,125.5,60.4,67.2,19.8,11.8,23.3,16.2,23.2,13.8,1,1,IND,
UTA,DAL,01/25/20,UTA,5,UTA,112,107,114.3,109.2,52.2,51.5,13.3,9.2,31.5,23.2,18.9,7.4,2,1,DAL,
DET,BRK,01/25/20,BRK,2,BRK,121,111,106.7,116.3,47.6,52.7,7.7,10.6,27,26.9,11.5,23.7,0,1,BRK,TRUE
MIN,OKC,01/25/20,OKC,2,OKC,113,104,101,108.8,51.1,55.6,12.7,13.7,19.2,14.3,13.3,30.4,0,0,OKC,
CLE,CHI,01/25/20,CLE,1.5,CHI,118,106,104,116.8,57.7,58.8,21,10.9,27.3,17.1,10.8,21.4,1,0,CHI,
PHI,LAL,01/25/20,LAL,4,PHI,108,91,105.9,88.2,60.9,50,22.8,21.6,22.5,15.6,16.7,19.7,2,1,LAL,
DEN,HOU,01/26/20,DEN,2,DEN,117,110,117,107.8,53.2,51.7,15,17.6,32.7,30.8,19.4,21.6,1,1,HOU,
SAS,TOR,01/26/20,TOR,2.5,TOR,110,106,105,107.9,51.2,49.5,16.8,8.9,18.8,24.6,26.8,12.2,1,1,TOR,
NYK,BRK,01/26/20,NYK,1.5,NYK,110,97,113.5,99,56.5,50,15.6,16.5,34.8,24,6.5,19.8,1,0,BRK,
MEM,PHX,01/26/20,MEM,3,MEM,114,109,101.8,97.3,57.1,44,23.2,16.1,25.6,24.6,21.7,30.8,1,1,PHX,
NOP,BOS,01/26/20,BOS,1,NOP,123,108,116,102.9,56.5,50.6,18.9,16.2,39.6,20,20.7,20.5,1,1,BOS,
ATL,WAS,01/26/20,ATL,1,ATL,152,133,135.7,119.8,66.1,54,13.4,10.8,31,17,31.5,43.7,1,2,WAS,
ORL,LAC,01/26/20,LAC,4,LAC,112,97,101,115.6,39.5,55.1,7.3,18.8,32.8,35.6,23.2,31.6,1,1,LAC,
POR,IND,01/26/20,POR,2,POR,139,129,139,129,65.6,58.6,17,7,38.1,20.5,23.9,22,2,1,IND,
DET,CLE,01/27/20,DET,7,CLE,115,100,101,116.2,52.4,54.7,18.2,14.1,25,34,14.3,10.4,1,1,DET,
MIA,ORL,01/27/20,MIA,6,MIA,113,92,124.2,101.1,62,43.3,13.2,7.7,15.8,24.6,19,17,2,0,MIA,
OKC,DAL,01/27/20,DAL,1,DAL,107,97,99,108.1,46.5,51,10.2,9.1,15.1,22.8,19.8,6.1,1,1,DAL,
MIN,SAC,01/27/20,MIN,3,SAC,133,129,113.3,118.9,61.2,60.2,19.5,14.4,29.4,20.8,22.7,30.7,1,2,SAC,TRUE
CHI,SAS,01/27/20,CHI,1.5,CHI,110,109,113.4,112.4,52.7,52.4,12.7,12.4,28.8,26.5,12.9,28,1,0,SAS,
UTA,HOU,01/27/20,UTA,12.5,HOU,126,117,107.3,114.7,57.6,56.2,16.5,15.6,14.3,22,22.9,43.2,1,0,,
CHA,NYK,01/28/20,CHA,1.5,CHA,97,92,102.1,96.8,43.2,49.4,14.7,13.7,35.1,16.7,21.1,8.1,3,1,NYK,
TOR,ATL,01/28/20,TOR,12.5,TOR,130,114,117.1,100.9,56.2,51.1,11.7,16.2,26.9,19.2,21.9,22,1,1,TOR,
MIA,BOS,01/28/20,MIA,2,BOS,109,101,103.1,112.4,42.1,54.8,11.2,14.4,29.8,25.5,29.2,21.7,0,1,BOS,
CLE,NOP,01/28/20,NOP,8,NOP,125,111,108.8,122.5,49.5,60.8,14.7,17.6,34.5,27.3,16.7,20.5,0,1,NOP,
PHI,GSW,01/28/20,PHI,12,PHI,115,104,109.5,96.3,57.9,51.1,15.2,13.1,13.6,11.1,24.4,17.2,2,3,PHI,
MIL,WAS,01/28/20,MIL,16,MIL,151,131,136.7,118.3,66.1,54.3,13.8,10.1,34.1,26,35.6,30.9,3+,1,MIL,
MEM,DEN,01/28/20,MEM,1.5,MEM,104,96,106.1,98,59.8,47.1,16.3,19.4,15.4,29.6,7.3,17.4,1,1,DEN,
DAL,PHX,01/28/20,DAL,7,PHX,133,104,101,129.4,48.8,66.3,16.5,12.7,28.3,22.9,28,22.1,0,1,PHX,
IND,CHI,01/29/20,IND,9.5,IND,115,106,109.5,100,55.6,56.5,18.1,19,34.1,14.3,18,11.9,2,1,CHI,TRUE
BRK,DET,01/29/20,BRK,6.5,BRK,125,115,121.8,113.9,59.4,56.6,9.9,15.8,20,26.2,28.2,25.3,2,1,DET,
NYK,MEM,01/29/20,MEM,2.5,MEM,127,106,101,121.2,47.8,57.6,17.1,11.5,27.6,17.8,21.1,32.6,0,0,MEM,
SAS,UTA,01/29/20,UTA,5,SAS,127,120,125.7,116.5,61,52.4,8.9,12.6,13.5,34,32.9,38.6,1,1,UTA,
SAC,OKC,01/29/20,OKC,3,OKC,120,100,106.4,125,51.1,58.5,14.9,13.5,28.8,32.6,7.7,19.5,1,1,OKC,
POR,HOU,01/29/20,HOU,1.5,POR,125,112,117.9,103.7,59,51.6,17.9,14,29.8,20.4,22.5,16,2,1,HOU,
WAS,CHA,01/30/20,WAS,4,WAS,121,107,124.7,107.1,55.8,48,20.6,9.2,47.7,29.3,29.1,12.1,1,1,CHA,
CLE,TOR,01/30/20,TOR,10,TOR,115,109,107.9,113.9,53.9,56,22.8,12.9,36,21.3,13.3,25.3,1,1,TOR,
ATL,PHI,01/30/20,PHI,7,ATL,127,117,115.7,109.3,54.6,51.8,14.8,11.2,23.4,17.6,36.8,39,1,1,PHI,
BOS,GSW,01/30/20,BOS,12.5,BOS,119,104,114.4,100,56.2,50.6,22.1,16.3,40.4,7.1,22.7,34.2,1,1,BOS,
DEN,UTA,01/30/20,DEN,1.5,DEN,106,100,111.6,107.5,52.4,57.1,10.5,17.2,25,20,20,14.1,1,0,UTA,
LAC,SAC,01/30/20,LAC,13,SAC,124,103,104.1,123,45.1,61.9,15.3,12,30.5,23.8,21.7,17,3+,0,LAC,
DET,TOR,01/31/20,TOR,4.5,TOR,105,92,95.8,110.5,42.4,57.1,17.7,16.8,28.3,25.6,9.4,32.1,1,0,TOR,
BRK,CHI,01/31/20,BRK,5.5,BRK,133,118,130.4,115.7,71.9,55.8,19.6,13.7,18.2,25.6,22.8,25.9,1,1,CHI,
NOP,MEM,01/31/20,NOP,5.5,NOP,139,111,129.9,103.8,61.6,50,17.8,10.4,44.4,21.4,23.2,15.8,2,1,NOP,
HOU,DAL,01/31/20,HOU,9.5,HOU,128,121,124.8,121,56.6,55.6,6.9,17,21.2,34.7,17.3,23.3,1,2,,
PHX,OKC,01/31/20,OKC,1,OKC,111,107,109.2,112.1,53.3,46.9,20.4,14.1,30,40.4,34.7,21.1,2,1,OKC,
MIL,DEN,01/31/20,MIL,9.5,DEN,127,115,104.6,116.7,51.6,59,11.9,12,19.3,15.7,17.9,9.1,2,0,MIL,
LAL,POR,01/31/20,LAL,13,POR,127,119,110.2,118.7,52.6,57.2,16.7,6.5,32.2,15.7,18.8,16.5,2,1,POR,
LAC,MIN,02/01/20,LAC,10.5,LAC,118,106,110.3,99.1,52,44.6,12.1,15.9,23.1,18,16.5,37.8,1,3+,,
IND,NYK,02/01/20,IND,11,NYK,92,85,93.4,100,47.4,45.7,12.1,14.1,10.2,30.6,17.3,20.7,2,2,,
ORL,MIA,02/01/20,MIA,2.5,MIA,102,89,97.8,112.1,45.2,52.6,11,14.3,19.2,27.3,16.9,27.6,3+,3+,,
WAS,BRK,02/01/20,BRK,1.5,WAS,113,107,111.9,107,48.5,50,9.9,16,32.8,33.3,16,14.1,1,0,,
CLE,GSW,02/01/20,CLE,1.5,GSW,131,112,110.9,129.7,51.6,63.3,15.8,10.9,32.7,23.3,14.9,18.9,1,1,,
DAL,ATL,02/01/20,DAL,4.5,DAL,123,100,123,101,57.4,46.2,9,11.1,21.6,22.8,16,17.8,0,1,,
BOS,PHI,02/01/20,PHI,1.5,BOS,116,95,119.6,96.9,52.5,41.1,11.3,14.4,25.5,29.1,40.5,31,1,1,,
SAS,CHA,02/01/20,SAS,8.5,SAS,114,90,117.5,92.8,57.5,48.2,12.4,17.5,22.7,19.1,16.3,12.3,2,1,,
POR,UTA,02/01/20,UTA,6.5,POR,124,107,127.8,111.5,59.2,52.1,12.4,10.4,38.3,22.6,16.3,9.6,0,1,,
SAC,LAL,02/01/20,LAL,7,LAL,129,113,111.9,127.7,50.5,62.2,15.8,14.9,31.5,28.9,23.3,25.6,1,0,,
DET,DEN,02/02/20,DEN,2.5,DET,128,123,125.5,121.8,58.5,55.2,11.8,9.9,29.8,29.8,19.4,17.9,1,1,DEN,TRUE
MIL,PHX,02/02/20,MIL,12.5,MIL,129,108,119.4,101.9,57.2,41.9,15.7,9.4,33.3,30.3,18.6,19,1,1,MIL,
HOU,NOP,02/02/20,HOU,5,HOU,117,109,109.3,101.9,46.7,50,7.5,21.5,23.1,36.5,18.1,16,1,1,NOP,
TOR,CHI,02/02/20,TOR,10.5,TOR,129,102,133.3,105.2,65.5,47.2,15.6,16.5,34.2,34.5,22.6,18.9,1,1,CHI,
IND,DAL,02/03/20,IND,5,DAL,112,103,107.4,116.8,49.5,52.3,4.2,12.6,18.9,28,8.5,25.6,1,1,DAL,
CHA,ORL,02/03/20,ORL,4.5,ORL,112,100,109.9,123.1,51.1,63.7,13.2,11,34,19,10.1,12.5,1,1,ORL,
CLE,NYK,02/03/20,CLE,2,NYK,139,134,121.8,123.4,66.3,60.8,13.6,10.8,17.1,30.4,13.2,13.7,1,1,NYK,TRUE
WAS,GSW,02/03/20,WAS,5.5,GSW,125,117,113.6,120.2,56,58,10.7,13.5,9.8,24.5,28.9,27.6,1,1,GSW,
ATL,BOS,02/03/20,BOS,7,BOS,123,115,112.7,120.8,57.1,60,16.7,14.9,23.3,29.5,23.2,16.7,1,1,BOS,
BRK,PHX,02/03/20,BRK,2.5,BRK,119,97,119,98,56.7,46.7,17,16.3,31.9,30.8,20.5,14.4,1,0,BRK,
MIA,PHI,02/03/20,MIA,2.5,MIA,137,106,147.8,115.2,65.9,51.2,3.3,15.2,17.9,36.2,29.8,25.3,1,1,PHI,
MEM,DET,02/03/20,MEM,8,MEM,96,82,101.1,87.2,47.8,38.8,11.6,17,25.5,35.4,11.1,6.1,2,0,MEM,
SAC,MIN,02/03/20,SAC,2,SAC,113,109,116.5,114.7,60,51.2,17.5,16.8,22,36,30.7,26.2,1,1,MIN,
